UniProt IDs,Clusters,DPC_0h_1,DPC_0h_2,DPC_0h_3,DPC_0h_4,DPC_3h_1,DPC_3h_2,DPC_3h_3,DPC_3h_4,DPC_6h_1,DPC_6h_2,DPC_6h_3,DPC_6h_4,DPC_9h_1,DPC_9h_2,DPC_9h_3,DPC_9h_4,DPC_12h_1,DPC_12h_2,DPC_12h_3,DPC_12h_4,DPC_18h_1,DPC_18h_2,DPC_18h_3,DPC_18h_4,DPC_24h_1,DPC_24h_2,DPC_24h_3,DPC_24h_4,DPC_36h_1,DPC_36h_2,DPC_36h_3,DPC_36h_4
Q99504,20,56623.39063,62765.85547,59415.91797,59931.53906,58802.40234,59635.98047,55964.28516,59223.09375,45643.97656,50988.44922,53265.875,50323.85938,49351.61328,46591.59766,48328.84766,48598.41406,43033.22656,55241.41016,56007.41797,56064.24609,46437.47656,51879.79688,50523.73438,45224.11719,45644.85938,47220.66016,45202.79688,41977.35156,34596.12891,44209.75781,37937.125,45417.92188
Q99536,15,17486.85547,10161.96094,12192.26172,11899.12207,13181.48145,10870.875,10283.99707,9500.862305,15882.99512,12212.64551,14915.77734,11675.36816,14075.5,11604.50488,12144.88574,10391.0791,12078.05762,10234.81836,13036.52344,10506.55469,7403.093262,8991.803711,9634.796875,9067.256836,9254.453125,8838.632813,9640.710938,6772.76416,13237.04785,15259.10938,14637.94141,13209.03711
Q99543,6,24887.70703,24323.48047,24292.26563,23725.88281,22318.50977,20674.91602,20140.15039,18720.66406,27551.5,25305.7207,22791.875,22774.10547,24909.90039,26333.92383,24718.18164,24483.64258,18163.8125,15971.60938,14470.61914,18705.48438,14479.8125,12518.63965,13333.43555,11867.12109,15605.61719,15678.3252,14848.28516,17136.30273,19759.21094,18464.36133,17047.83789,18470.14063
Q99547,52,22441.11328,20150.74023,19312.19727,23686.56445,23114.98438,22670.36719,20640.90625,25766.49219,22272.29883,21739.12305,20668.30859,19775.91602,23533.42773,23799.43164,23608.73828,29779.06836,23825.5918,25136.87891,28682.73633,26040.57031,31937.26563,27793.46484,30161.5918,25202.72656,22252.57422,27203.10742,27191.7832,18864.31055,25248.7168,28250.92383,15822.64941,29743.27539
Q99549,63,37337.92969,38064.08984,35950.99609,38346.10156,36023.64063,40364.66016,37462.87891,38544.45703,28025.04883,37749.05469,34370.03125,34606.96875,31105.52344,33641.56641,32326.27148,35507.69531,35417.0625,36810.02344,36109.83984,41292.97656,33310.75781,34975.25781,35866.13672,35571.48047,34167.10156,33822.8125,36508.18359,33633.03125,29915.43555,27919.73047,31611.15039,30360.93945
Q99567,51,55528.76172,58224.53906,57951.46875,56501.11719,57797.74609,58739.66016,57601.82422,58463.30859,56301.4375,56770.51563,57153.47266,55859.04688,55443.88281,54689.64063,52532.88281,55584.35938,54966.35156,55690.81641,59466.03906,57797.95313,56385.27344,49154.41797,54761.30078,59869.375,57265.86719,55870.33594,56984.54297,59310.5,57261.28125,54585.30469,56767.70313,57903.64063
Q99569,11,23554.49219,24849.22852,23047.91016,18274.30078,20729.95508,21661.05469,20747.0918,21248.16797,15858.86328,19347.52344,17955.88086,19274.81055,9159.823242,10813.06055,12361.95605,7858.345703,13602.3457,14457.79688,11350.4209,11930.66211,8402.298828,9445.378906,8718.889648,6536.467285,4383.274902,2494.992188,3701.534424,8436.267578,8482.588867,4205.382813,5043.526367,5354.987793
Q99570,62,14970.20117,14951.87402,13878.79785,15170.99805,12876.69141,15478.67188,15521.03125,15372.09961,16256.36816,16665.29297,15998.62598,15641.28418,12504.7373,14698.82422,14331.55762,15806.54785,10840.85645,15368.55371,15366.88672,14463.93359,11290.69141,15696.30566,14044.33398,15476.95703,11267.16602,10795.00586,12210.44336,10794.68359,12874.96484,14453.71973,11952.52148,13690.8916
Q99575,34,29489.28906,26426.99609,26280.96289,26213.07031,26153.52539,26774.92578,25475.82617,24819.83594,24194.15234,26254.81836,26135.91602,27665.89648,29239.74023,28691.89258,27647.43164,27248.7793,26354.71484,28842.82422,26429.83008,19834.97266,27524.87109,25362.16602,27698.41992,28836.44336,25160.875,21927.68555,22082.17188,24438.5918,26747.95117,22751.05859,22243.70898,16716.37891
Q99584,57,62372.23828,60545.67188,59162.20313,60503.39063,61433.28906,57072.54297,57458.375,55694.33594,62835.88672,63330.73438,61042.52344,60317.73047,55389.125,63001.50781,59976.01563,60599.39063,54364.875,56499.40234,48384.48828,48451.22656,56817.4375,64002.88281,65244.82813,56588.76172,57855.86719,60340.82031,70323.75781,64204.66797,77948.75781,63296.46484,75377.25,70109.85938
Q99590,1,43737.125,42252.40625,42847.68359,42033.0625,47254.08984,44827.95313,46078.98438,47305.16406,39046.20313,42118.65625,41664.15625,42283.07031,42463.26563,43178.00391,42366.55469,44071.1875,50528.70313,54836.625,54033.85938,50472.59766,47735.28906,51411.53125,50432.55469,51540.92578,49221.31641,45582.82422,48490.62109,46741.36719,37932.07031,37288.0625,37443.07422,35945.11328
Q99598,65,10096.92969,8244.388672,9733.1875,15130.91406,9554.765625,8501.558594,13249.19336,7587.781738,11023.62695,10303.94922,11357.77246,6653.687988,11775.90137,9786.28125,12186.60938,9121.571289,10666.58398,8477.515625,13387.42285,9636.469727,8636.626953,12117.81543,6395.888184,9755.792969,9408.115234,8363.645508,11092.09766,9065.453125,8924.522461,11038.31934,12882.39746,9163.330078
Q99613,60,30708.88086,32362.10156,30379.23438,30161.88086,23248.05859,26849.70703,25736.58008,26331.03125,46129.67188,43493.07813,43725.57031,42250.04688,41009.03125,38420.84375,38056.82813,37332.15625,23784.04883,20806.71094,24097.74219,22182.68945,19432.31055,18532.26563,17663.43359,17494.60352,16773.62891,13567.98145,15668.9668,16125.47461,17767.54492,19856.98047,19148.42188,20826.69141
Q99614,28,29749.78906,26329.0332,29114.49609,28170.76172,29313.27148,24031.10156,25083.71094,25214.77344,29915.01953,28562.49609,28421.29883,28459.16992,31695.87109,30121.57617,29881.56055,29527.74805,24399.11133,21837.32813,20546.23438,22701.38086,20170.07813,19528.70898,20618.14063,20419.875,20375.14258,20491.77539,21151.2168,20662.91406,30033.57227,26225.59375,26374.83398,26694.94727
Q99615,23,38515.44922,38224.41016,38542.43359,37182.50781,38462.80078,36589.10938,36111.07813,36899.24609,44264.73828,41509.62109,41277.91016,42089.01953,45281.33594,41953.16016,41674.375,41340.07031,41204.22656,39157.13672,41163.82813,37561.10938,36072.41406,35696.95313,37437.75781,38506.35938,37689.20703,34999.04297,37612.71094,38543.71094,37983.06641,36262.875,37985.98438,37492.02344
Q99622,43,25393.01758,20855.9082,20431.01563,20694.08398,22983.49414,22284.51953,23864.81641,20015.58203,27639.89844,32010.09961,30126.50195,20571.43945,33711.82422,14569.25098,24127.01758,30250.26758,36809.52734,32034.86133,25064.04297,22302.14258,31858.13477,30483.45313,33745.70313,38718.96875,25579.10352,28754.0293,46143.63281,33413.08984,34572.86719,32593.46289,11931.78613,38974.10547
Q99623,5,3959.125977,4306.319824,2932.453857,7914.743652,3900.507568,5405.94873,8413.480469,7125.578613,3440.219971,3598.34375,2451.82959,6826.185547,3313.819092,6866.009277,2141.436768,6476.737793,5807.545898,3329.65332,6937.394531,3546.239014,2735.919678,5528.674805,2742.209717,5536.222656,6270.888184,3598.616211,3772.707764,2750.394287,11159.66602,10289.58984,6068.373047,7878.440918
Q99627,6,35168.86719,36802.76563,37343.33984,33743.81641,13510.34277,32062.75391,31865.00586,30694.4668,40329.57031,28691.79102,36192.73828,24342.40625,41184.96875,34576.13281,35131.66406,30081.9043,22094.52148,22773.83398,23623.37109,23621.29688,27147.5293,19388.1582,6496.265137,22319.05664,21409.91797,21961.67773,24239.27148,24498.46289,33443.10547,23817.77148,24213.52344,30922.50391
Q99633,53,31103.53516,22349.33984,23995.46875,24357.65039,25893.58789,27588.37109,26440.1543,21322.62891,23555.5957,25003.04297,27708.96484,22499.85352,27532.46484,25025,24213.45313,21236.88477,32663.10156,24313.25,22203.83008,18403.0332,20217.97266,18372.21094,19593.47461,17845.22852,12182.84668,15954.52539,14898.05273,16783.68555,10797.44238,8644.987305,12892.10059,11493.39844
Q99638,27,15027.02246,18461.39063,18086.66016,19333.12305,19230.01172,13458.08105,12318.82617,13064.53223,15467.10547,13895.58496,16153.03906,17521.10156,19034.19141,18770.96484,16918.33398,16949.35352,22217.67383,21414.17383,17331.97461,19755.85742,24825.44141,8512.525391,14255.20801,17204.86133,25989.58984,20858.26563,21706.14844,20244.33008,29223.29492,26072.20508,24323.79883,21162.46094
Q99661,1,53121.92578,55938.89063,55521.64844,53956.625,54924.02344,54604.91797,50455.875,49671.6875,51704.64063,50966.75391,52205.46875,47533.20703,53206.25,53914.98047,53397.91406,51543.61719,59116.33984,54533.19141,54507.33203,55913.97656,55078.48047,54899.64453,51428.30469,51976.4375,54409.90625,50361.25391,47675.26172,53497.04297,40742.77344,44028.69922,43899.41797,39929.70313
Q99666,11,17065.6875,13866.61914,13378.68164,19231.58203,15313.20313,13875.35059,13177.87598,13361.44727,13968.63184,11930.25488,9529.979492,10644.44238,11701.49121,9114.195313,12520.0459,11898.95508,8742.871094,8574.071289,7848.872559,8107.208496,7698.096191,6052.993164,9227.648438,6015.999512,7803.4375,8646.233398,5351.916016,4262.98291,3094.600342,5432.501465,4241.891602,6358.459473
Q99685,41,20615.47461,20210.37695,17611.8457,19708.44531,21148.96289,19883.48438,19372.29297,19624.64063,19467.87695,21762.29492,20748.29297,20825.22461,22665.5293,22511.11523,17756.27148,21197.89258,15836.11328,13931.37988,15041.37012,14251.81836,10733.55078,15897.35742,11305.57715,14011.91309,14832.5459,13975.30762,14137.78809,8408.744141,16849.26367,19568.21289,12147.37598,15684.91504
Q99700,35,11746.19238,12717.01563,11578.86719,12093.79395,10194.44531,10372.69238,10675.30273,10407.8584,14984.4043,14576.89258,14159.81348,15638.05078,12488.10547,12768.74805,12805.96094,12133.91113,9847.146484,12085.19434,12109.31543,12174.82715,11767.23047,12518.03516,12186.37402,11528.84766,12905.9502,13591.47168,14903.94336,13346.93457,15106.19238,17094.67383,16471.55078,17089.92188
Q99707,37,22053.76367,21913.52148,21342.08203,19798.67383,22858.29492,23242.01953,22289.17188,18223.35156,25752.42578,22798.52539,21689.99219,21822.43945,24697.64844,19088.71875,19967.92773,19706.31836,17547.66602,16400.12109,19647.89453,15115.62988,14385.5791,12814.7002,13432.09082,15584.44238,19188.56445,9184.210938,15723.34668,17229.18164,12612.05859,12960.69336,14679.34375,11263.05371
Q99714,57,10534.01367,7627.357422,8431.680664,9932.263672,8506.208008,10100.77246,10239.55859,7526.600586,11846.5752,12814.09668,10815.33203,9100.629883,10647.53223,10263.99805,10467.14648,10386.21094,5027.038086,8995.820313,6964.152344,8719.727539,17728.57813,22517.44727,13807.52441,18133.15234,62087.46875,63778.48438,75903.91406,74892.63281,112197.4219,95413.49219,98645.82031,115914.2578
Q99729,42,50083.90234,52743.67969,45101.17578,46053.90234,47518.375,46779.32422,53184.01563,48269.70703,48507.92578,51428.42578,57808.55469,56240.625,49749.54688,51769.75,55330.39844,57508.70703,46958.44531,52921.66016,50116.26172,63923.41797,60167.23828,55129.48828,54867.10156,48472.55469,43800.69531,54633.00391,47019.39844,46984.76953,38049.58984,43396.24609,41592.6875,44745.64453
Q99733,39,63586.30469,56141.26172,59811.0625,58435.79688,58943.93359,51821.51953,53292.65625,53866.39844,80151.71875,71978.85938,73231.83594,70458.16406,68801.86719,63179.78516,67200.04688,64649.29688,54617.78516,41901.27734,39439.46484,36871.90625,38506.99219,42611.10938,38025.85938,38953.71875,41296.87109,46056.38672,44807.71094,35057.16406,50261.49609,59975.84375,56566.45313,58129.61719
Q99747,41,35880.81641,27071.39258,37321.96875,35060.78516,35538.55078,25971.54297,32961.51563,38223.46875,29032.03125,30584.49805,39429.45703,39596.17188,30596.54102,29206.41016,26809.59375,44352.22266,34927.42188,23288.22461,29212.76563,19179.37109,22183.38281,16517.73242,22132.46289,28092.95508,27052.79883,18044.00977,4622.612305,7485.293945,35746.28516,39018.37109,15493.11035,17082.85547
Q99798,21,3512.041992,5252.027344,5673.333496,3550.621338,4909.901367,3329.205078,4654.708496,3888.101318,5675.992188,4452.401855,4214.241211,3929.952148,2308.05127,4329.846191,4525.649902,3712.343262,3071.771484,2911.479004,3306.940674,2895.567383,4325.148438,3934.127197,3619.393555,5563.63916,17058.60547,13626.7207,17627.68359,16686.36719,27990.00391,24804.08789,28743.56836,25841.57227
Q99805,12,46331.71875,42021.89453,37334.59766,46354.77734,41671.60156,31367.62305,41641.16406,35603.30469,49956.33984,46230.80859,49223.75,47143.8125,43747.78125,43951.95313,42912.34766,42865.73828,27567.68164,16293.11328,16391.18555,18887.21094,20724.81445,13677.63086,17571.58789,16117.77637,8520.553711,11838.38965,14044.47754,15948.78125,18549.45898,18754.83203,26559.7207,19203.20898
Q99816,29,26641.29102,28455.21875,27441.86523,30195.10352,25350.86328,27625.82227,27958.26172,28247.76758,28241.7168,29487.02734,29079.4707,29994.40625,24037.24414,23632.69922,24171.17969,24247.20898,17112.94531,19783.61133,18174.30469,18777.72266,17667.09766,17679.52734,18211.11133,18147.67578,11332.44727,16776.95703,13809.91602,10630.6084,16177.77246,16622.32031,16776.49805,12406.8877
Q99829,60,39385.55078,42019.75,40877.92578,38964.89844,35332.34375,35708.48828,36217.49609,37852.22266,48365.59375,46046.95703,42165.79688,45655.97266,38239.32031,40266.38672,39919.23828,38642.1875,26586.93164,30922.13281,22335.875,31023.93945,24518.38086,31314.11719,29742.61719,27417.80469,21284.39844,26848.60156,22931.33594,24143.17773,30635.35938,25096.55664,30062.89648,21694.22266
Q99832,9,91063.07813,87264.94531,91368.0625,92176.57813,84756.28125,81518.97656,85989.38281,85020.67188,107671.8672,102691.8203,101869.3828,109544.2969,111780.0938,108845.0938,105739.3594,107980.5391,82776.65625,82319.40625,77307.32031,81449.41406,81430.10156,78080.05469,81784.78125,74356.25781,76764.29688,82033.6875,75352.20313,80669.17969,103546.5391,111066.8984,112971.1406,104226.6094
Q99836,14,18816.35742,21918.02344,15724.87598,14539.2207,16676.31055,25429.94141,14841.00684,16069.66797,18323.11133,19494.91602,18277.99023,16461.31445,19110.63086,17676.59375,15110.09863,15924.48535,18087.20703,18498.48242,13413.10449,13608.99316,18418.70508,18003.81445,14163.59668,11632.45605,17583.61523,13857.2334,19816.63086,17488.3457,12985.09961,15960.32227,18834.32813,14037.24512
Q99848,53,76772.00781,69481.79688,72177.35938,73764.09375,77362.69531,71094.26563,74012.38281,72724.98438,71457.13281,68459.53125,69563.46875,69873.13281,64157.94141,67462.67188,65359.85547,64611.34766,66580.52344,69730.86719,62831.95313,63371.70703,49701.45703,45682.5625,51614.02344,53404.91016,46684.81641,45672.47656,42799.33984,45256.18359,33747.80859,31520.36914,30984.67969,32098.86523
Q99865,58,25091.64648,20501.57031,24144.29492,19268.91211,14829.72656,15739.52734,17109.30469,21896.35742,16343.82031,9456.255859,14133.17578,13562.88086,14437.01758,20313.99414,22462.32031,24140.30664,22754.22656,28243.97266,27498.29883,28411.03906,30603.49219,31778.32227,35877.14063,33228.19531,33177.55859,37870.15625,36122.35547,32761.64844,30950.96875,32330.47852,30058.01563,32319.41211
Q99871,13,30970.68359,33128.95313,31719.93555,32058.6543,24004.78516,30627.36719,29693.85352,32009.79297,30732.34766,33502.86719,33389.80859,27380.36328,24945.75977,32287.08203,26849.08008,25183.91602,22896.47656,28600.0332,26314.30859,30029.52148,21016.39844,21711.50195,22523.26758,22695.55273,24283.79297,21317.30664,24675.94727,22003.73438,18921.43359,20713.35938,25547.81836,14504.20605
Q99873,24,90806.74219,94736.92969,92676.40625,98497.72656,84175.07813,91799.76563,94831.21094,93787.97656,90137.70313,92659.41406,93756.29688,96222.45313,86536.21094,94699.98438,94933.6875,94560.78125,79999.65625,86439.09375,83093.46875,90019.10938,88094.00781,91293.125,91779.90625,85516.21094,85650.83594,93799.94531,85656.82813,85845.65625,93690.73438,96712.75781,102424.1953,91792.77344
Q99933,25,44216.41406,39763.08203,43455.18359,45754.07813,44452.66406,44640.26953,47761.33984,54163.29688,41624.64844,50980.86719,49558.44922,49340.39063,40775.61328,45464.66797,43556.09375,50996.36328,28395.66992,34259.99609,35022.52344,33241.94922,33119.55469,44370.6875,38595.85938,29393.83398,19005.89258,27714.75195,24312.0293,23001.74609,29455.38281,33025.45313,30677.61133,22927.46484
Q99942,28,23337.84766,18096.4375,19211.54492,15827.34375,21094.85938,19306.28906,15988.82129,15059.7207,20565.72852,22231.53906,26264.51758,26209.36523,27166.50391,20594.71875,25625.38867,27148.89063,17661.08008,18757.36133,13938.13086,13670.78418,12239.63574,15697.375,4503.527344,17066.4707,22185.49414,17546.54102,16160.92383,14735.0332,38288.33203,19926.69531,17651.37891,22399.50391
Q99956,40,25120.91992,22589.00781,25219.24414,27735.18359,21434.2832,23741.00781,22780.29102,29830.50586,20630.19727,23740.49023,23983.25195,24169.05078,25574.12695,23582.65234,26780.14648,25272.40039,21168.75195,25157.61523,25278.92188,24963.73633,21838.97461,22095.83398,20313.79883,18131.6875,17489.37109,20978.20508,18151.83594,15393.95605,16085.10449,19689.5625,15570.44727,16538.98438
Q99958,40,9363.746094,10087.55957,9719.875,12923.04883,11864.06738,14787.9375,15182.40332,9719.568359,10542.72559,12772.05566,8668.889648,12589.5918,11309.81836,16677.03516,17865.83008,15940.49414,16900.59375,7074.131348,13167.68262,10022.33789,7469.217773,12190.40625,7490.580078,12839.90625,7425.046875,8129.876953,8029.128906,7549.392578,9316.892578,11169.79688,5575.38623,6247.149902
Q99959,11,31096.42383,26412.9082,27023.31836,28411.50781,28622.0332,25536.71289,26571.5625,25873.82617,23266.69531,24967.70703,23095.76172,24198.02344,15476.81348,17483.02734,15214.10449,19574.45508,18530.73047,14431.24023,16445.66992,17452.02734,14509.29883,10899.30566,12439.45605,13790.12402,12886.13574,11302.125,11941.87793,13664.27832,10757.03613,8341.331055,8050.257324,8804.603516
Q99961,39,31979.76758,31302.00391,30632.19727,31883.81445,28906.63477,25846.80469,27475.79883,30577.21289,32795.33984,35007.92188,34176.72656,35757.14453,29726.1875,29511.49805,28974.85547,30381.89648,26114.62109,21885.31641,23151.17969,24408.33984,18969.66211,19664.74805,20007.16602,20135.85547,19569.93164,24417.49219,19487.24219,20607.58789,26564.41406,31593.23242,23995.23438,29503.91602
Q99962,17,11271.20215,6175.8125,5977.216797,5207.222168,7966.483398,5942.738281,6085.449219,5441.457031,8987.751953,4735.484863,5415.244629,5689.724121,3836.448975,3275.601563,4545.807617,3093.890381,7099.724609,4376.512695,4228.871582,2318.12207,3178.065918,1715.68457,2876.222656,3890.043701,5089.068848,2175.915527,5865.230469,2575.034912,1965.97876,2076.391357,2418.346924,3332.01123
Q99986,10,33312.48438,36519.54297,36797.83594,40193.80078,37588.08984,35912.64844,40869.84375,39706.89063,34722.02344,37304.61328,32960.91406,37370.44141,34417.78516,32952.80469,36864.36719,35557.32031,37286.69531,35727.75391,32944.26953,34442.29688,35227.96094,33207.44531,33829.17969,34577.47266,29299.78906,28103.46289,28359.99023,29049.25,25968.20313,29352.73633,28674.41797,27208.38281
Q99996,11,18799.51563,18752.96094,18025.37109,18322.81055,19270.31445,18357.52539,18374.38672,17873.01758,17905.63281,17446.4668,15487.21387,14517.97754,15809.49707,14403.44922,15111.69238,14192.53516,13556.91211,10732.04688,10162.83789,13185.46875,11472.05273,9636.266602,10184.60938,9503.196289,9395.887695,9786.974609,9685.376953,9322.762695,7776.858887,9411.868164,8946.884766,9768.896484
Q9BPX3,65,29465.72461,30040.00586,31837.00977,32639.4043,29385.38477,32008.54688,30519.11328,31284.68359,32013.61523,32207.66797,31213.66016,31979.60742,32926.46484,32396.21289,32659.79883,32203.12305,29025.86719,27445.16211,30327.41406,27608.58789,25401.70703,23935.22266,25526.38672,24520.64258,24221.60742,25134.17773,23642.86914,26181.79102,22176.70117,27212.20313,27275.25391,24418.55273
Q9BPX5,23,15888.28516,14590.36621,12008.12012,11133.50098,13893.43848,14379.42871,8737.948242,4817.171875,19455.95313,16235.25879,14483.68164,14287.04688,21740.59961,18367.39258,18017.05078,15384.87012,18615.20313,20278.38867,15772.39941,13690.72266,18782.73438,19803.38281,22629.56445,18712.38281,21785.51953,17456.29688,26908.00195,21408.02148,19838.64258,11901.49707,21212.16992,19781.25391
Q9BQ04,58,66980.48438,63624.30078,68288.85156,69061.66406,68394.64063,67192,65153.46875,72155.17188,65678.10938,63470.65234,66910.76563,66564.67969,81635.49219,80234.30469,77610.60156,78553.76563,95496.27344,87134.67188,88820.82031,93664.92188,102225.8125,101109.9297,100813.9297,99751.92969,101740.2188,106600.3984,96291.09375,97583.15625,91498.96875,91677.77344,88503.66406,88391.02344
Q9BQ15,1,71731.63281,78758.39844,76207.53125,81109.34375,67919.32031,81636.21875,82708.22656,89067.29688,77466.76563,89294.13281,89711.82813,93674.00781,82791.49219,79988.96875,89551.1875,89554.03125,86056.26563,99001.55469,93850.53906,92744.03125,90238.5625,104092.0703,95503.46875,99537.19531,82901.58594,85767.40625,89523.1875,81263.22656,66988.00781,70704.84375,79415.46875,70596.33594
Q9BQ39,36,46575.32031,43694.29688,43266.83984,45555.46875,48532.3125,45562.70313,45462.05469,45850.84766,42107.15234,44367.89844,43349.95703,42696.01172,43039.72266,40215.88672,42243.46484,39793.79297,49830.39844,43932.83984,44175.25781,46450.48438,40063.53906,38121.17969,40445.34375,42011.94922,41565.83203,41645.86328,39791.73047,40333.44922,30485.81836,32718.0918,30756.16992,31133.41406
Q9BQ52,52,54503.07813,56101.68359,54249.73438,54381.77344,47061.13281,50298.20703,51846.89063,47992.8125,53874.82813,53909.10156,52556.71875,52538.71875,51308.44922,53720.1875,55142.59375,54242.38672,55236.58984,52380.39453,52984.98828,50915.14063,51590.57031,48619.80078,52589.99219,54064.78516,50749.67188,48488.87109,47998.51953,51104.10156,46322.70703,47362.91016,47048.14063,46162.69922
Q9BQ61,38,109730.7344,102080.4141,108239.0625,100624.5391,105026.6406,100880.9766,104171.8906,101689.2031,97467.71094,91286.51563,98603.00781,100821.5547,100104.4219,102770.0469,104850.4141,102224.1719,111575.8047,117312.4453,117520.0391,112623.6953,134271.7656,127463.6328,128496.0469,120556.0938,135085.2344,133250.7344,141223.7344,124428.125,147788.5625,132376.1406,128053.6406,133168.8281
Q9BQ67,45,34184.85938,30003.81641,31471.97461,33363.07422,34700.15625,30937.88281,32406.57617,29650.30469,35134.24609,32444.73438,32665.57227,30713.75,37798.00391,34108.01172,36249.68359,32259.33984,32168.29492,30064.93164,31596.29883,35147.09375,29869.50977,32070.38477,34856.49219,30625.97266,29609.78516,31471.36914,30856.30859,29376.77344,30294.5625,22381.37695,21998.10742,25359.53906
Q9BQ69,57,6246.234375,21339.3418,17135.76758,3777.137451,6773.363281,2443.600342,4221.895996,2871.150879,17762.97266,8026.075195,5239.142578,3562.941406,13231.94043,2179.482422,4733.520996,3219.087402,3823.725342,6139.844238,3138.549316,6539.226563,5026.230469,15197.87207,5353.174805,16985.38086,2763.242188,17987.16211,26587.63477,23913.56836,30104.25391,32318.83789,33441.30859,30239.28125
Q9BQ70,60,17950.60156,19533.70117,16588.84766,16909.52344,16367.61816,13203.45508,11389.46484,12588.26855,23067.31445,20805.54883,19703.17383,20145.78906,21370.40625,17035.42188,16372.21484,15949.14453,16865.28516,10732.31543,10471.0918,14286,11229.6875,7547.196289,7710.969727,12124.19922,11653.46191,6802.761719,7798.359863,9264.767578,9008.375977,8016.95459,13832.33496,10364.74805
Q9BQ75,53,136618.9531,113051.1328,121854.3438,120983.2891,135818.7344,112396.875,130536.1641,113459.4688,116729.1406,81834.88281,97820.21875,81842.34375,119973.3984,111063.2656,108245.0625,103762.1875,118634.5859,97052.74219,87193.67969,97226.125,65592.38281,75752.69531,83998.82031,92360.90625,67336.3125,74425.66406,77009.25,84222.89063,63665.59375,48289.16016,55934.11328,54899.08203
Q9BQA1,21,21927.73438,20646.82031,18536.94336,20025.51172,18996.26758,16376.45801,14892.78809,15846.76953,23885.93164,23116.29492,23512.625,22239.00391,25790.75586,22500.78906,22145.14258,20198.06445,22020.11523,20756.23828,19570.57227,14802.41699,21986.36328,16192.35645,20863.40625,18743.39258,26410.7793,19403.2793,25172.44336,22379.3125,37155.66797,32889.69531,34814.75781,39787.01563
Q9BQB6,21,3433.830078,6104.793945,5132.069336,8744.125,5032.564453,6899.213379,5500.550293,6646.753418,6770.476074,8202.496094,8049.668945,8248.258789,4742.381348,4642.094727,6667.334961,7452.231445,6732.229004,3493.331055,6833.89209,3279.976318,2171.145264,4523.621094,2312.373047,4817.871582,8918.898438,5861.140625,8266.984375,8632.328125,15058.66016,11908.91602,13350.36719,21235.96484
Q9BQC3,18,25215.79102,22924.73242,32735.21484,25491.11133,19154.26758,22139.21289,24953.26953,15066.61914,28329.95313,29030.35352,27144.06055,23658.73242,17559.38086,25905.94727,25978.37891,24385.13477,19988.23438,19854.10742,15262.41895,18451.49023,26059.7207,27005.39844,22680.07031,21890.61719,30073.40625,17279.49219,17527.82422,24749.32617,19414.14258,19289.71094,17468.05078,10658.10938
Q9BQE3,23,166870.5625,142707.1094,151470.0781,155910,182752.5313,133604.7188,148229.3125,151847.5625,172800.5156,175952.9219,185186.6875,183670.0781,207134.4844,187232.2656,174090.1875,163558.6406,183545.7031,152436.5156,148199.8438,152954.875,165216.8125,158980.6563,151924.375,152842.2031,151285.2969,143246.2969,190726.1094,144109.5,152254.0938,154206.7344,110186.8438,157535.4844
Q9BQE5,46,29566.70508,25828.21875,24817.03125,25229.95117,27611.06055,17103.16797,17426.58984,16178.12891,29415.25195,27642.70313,21394.24219,25026.0293,32850.42188,28935.46484,25680.0625,22645.83398,40384.92578,11914.03711,16003.84473,15333.125,24533.0625,18496.10742,18565.43945,22115.58203,28518.89844,22613.75391,24687.61328,29218.51953,34715.01172,25796.50977,28271.60352,26364.85742
Q9BQG0,53,72551.34375,71297.96875,72182.90625,73771.49219,69675.8125,73811.38281,73133.59375,71334.72656,70904.10156,71378.9375,69893.42969,71397.63281,66615.53125,67520.55469,66608.36719,70202.42188,67881.25781,67589.39844,66343.97656,67351.125,47253.25391,48280.00391,48527.49219,49407.30859,42314.41016,42287.51563,40278.21094,39016.76172,23353.08789,23397.16797,22504.51953,23782.40625
Q9BQI0,50,18333.01563,22282.33203,23770.79102,23416.71875,25021.13672,15522.41992,17698.44336,15551.26758,19298.06641,23584.66406,19988.00781,23158.82617,30625.51172,16468.48633,17141.74023,11304.35742,24724.85156,9734.243164,7636.038574,12618.76563,12916.16992,13342.8252,9263.068359,7836.78125,18285.50781,18201.4668,6192.695313,12909.27051,17042.50781,7391.651855,3824.04541,3441.627686
Q9BR61,40,22123.01172,22921.33594,29103.5,23859.57617,10087.3584,25565.89844,25048.9668,28913.78906,19541.58789,25412.20313,32500.32422,23564.42188,22875.58398,26124.71094,23295.32031,27306.67578,20227.66406,19663.18555,21989.07031,25844.86133,26081.3125,12105.4248,24701.875,21426.95117,11045.60352,18215.91797,13149.36328,23790.64063,18829.4668,13914.83984,30634.20508,16882.2168
Q9BR76,48,33114.5625,27428.79297,25678.2207,24637.70117,25491.32227,17510.67188,17992.17383,17743.81055,33251.44922,21588.83594,24163.82422,23541.77148,32713.80664,24092.49609,21485.83789,18072.16992,18408.07031,17675.86719,11868.65332,14670.80176,14542.91309,14406.9873,13535.91504,13942.62402,21589.17773,16535.69141,14314.79199,19200.63477,20596.71094,15958.60645,21926.31055,18652.76172
