UniProt IDs,Clusters,DPC_0h_1,DPC_0h_2,DPC_0h_3,DPC_0h_4,DPC_3h_1,DPC_3h_2,DPC_3h_3,DPC_3h_4,DPC_6h_1,DPC_6h_2,DPC_6h_3,DPC_6h_4,DPC_9h_1,DPC_9h_2,DPC_9h_3,DPC_9h_4,DPC_12h_1,DPC_12h_2,DPC_12h_3,DPC_12h_4,DPC_18h_1,DPC_18h_2,DPC_18h_3,DPC_18h_4,DPC_24h_1,DPC_24h_2,DPC_24h_3,DPC_24h_4,DPC_36h_1,DPC_36h_2,DPC_36h_3,DPC_36h_4
A0A024RBG1,19,25189.73438,13440.20801,19565.13672,17490.47461,27999.10352,11120.79199,8287.486328,10820.16211,21856.6582,11681.11328,13454.28223,4097.818359,21759.94531,20616.32031,19619.52148,16366.36719,14138.65039,3968.075684,8267.55957,6094.625977,10816.15332,6768.031738,15867.15625,10154.33691,11650.06641,17188.16211,6834.367188,15492.82129,25693.22461,16681.44141,2215.3125,19322.46875
A0A096LP49,16,43690.0625,40345.23047,37148.71484,37204.87891,39428.95703,39318.33203,36062.07813,34250.29297,34548.79297,30284.49219,29425.46484,32057.87891,27456.92773,28547.27734,23392.375,27838.79883,29632.16406,22140.38672,24991.55273,20162.69727,23468.91602,20838.87305,23894.91016,30451.41016,33269.67188,17037.57617,26881.41797,27271.28906,20373.37695,13829.95605,12715.61914,18014.33203
A0A0B4J2A2,57,1060724,836391.25,1103098.75,1063019,973396.5625,821988.5625,936122.9375,1124464.625,917335,867221.1875,968433.625,332288.4063,1034843.938,933039.375,1038031.125,1040091.688,1344357.875,509589.6563,954734.25,1109135.875,1406701,1209888,1346205.125,1170810.75,1146017.375,1436768.375,1071855.5,1071148.5,1636825.375,1657817,1715740.625,1861726.875
A0A0B4J2F2,11,57807.32422,60119.07813,63978.08594,69136.92188,68128.5625,31073.24219,72903.39063,71065.42188,45719.13672,48018.70703,58614.61328,75601,14403.74609,22333.49219,42608.92188,14615.86035,6622.990723,13182.99512,8557.194336,9656.667969,5439.773438,2610.858887,5107.540527,2451.401123,2117.878906,4275.766602,2116.753174,4021.07959,3718.124756,2024.252075,3959.979736,1675.550659
A0AV96,3,14720.61035,16155.04102,15082.32422,14969.2666,14932.67773,13164.33301,14025.50586,12534.11523,14209.5791,13106.73242,13762.26953,14495.70117,12731.64355,10557.30664,10803.46484,10613.37988,4634.76123,4503.602539,7348.526855,6195.991211,5915.314453,4180.31543,6910.05957,7420.234375,5081.895996,4609.373535,5870.711914,5241.633789,7344.359375,6151.561035,4484.112305,3882.78125
A0AVK6,43,16522.56445,18600.73633,17865.74805,18601.67969,18643.3125,5125.667969,14807.13867,16103.45508,20163.18164,17906.58984,24608.78906,25849.45117,40708.28516,30109.75781,33051.39453,37454.78125,35618.66016,64701.25781,66734.375,48654.32813,29350.89844,36455.52344,46353.28516,37034.66406,54774.71484,54478.92578,58948.90625,53060.44922,37740.96875,35583.52344,42760.10156,35083.64844
A0AVT1,3,17222.83984,24763.6582,30250.36914,28884.49023,16928.29102,28179.63281,22732.48242,16664.99219,25190.92383,23202.58984,21862.68164,23435.8457,16172.26563,20952.90039,21794.42188,18866.9043,10214.30176,11753.77637,10994.19434,12525.20508,14023.56836,11324.98242,13929.8916,11283.12793,9435.869141,10697.74219,11935.40625,12972.78418,10192.43262,6024.10791,12522.97656,5104.780273
A0FGR8,41,20893.17969,17165.69922,18176.4043,20293.74805,18935.82813,12087.23145,14606.60352,11881.54395,25152.05664,17099.19727,15966.85742,17033.79297,17288.79102,18000.07227,17407.72852,16585.66406,12842.71484,9279.036133,9064.675781,10528.91113,7131.997559,7791.622559,7498.241211,9313.800781,9964.769531,10259.13086,8586.955078,9075.355469,16702.54492,12468.32617,15004.44238,14406.08691
A0JLT2,49,37593.65625,28032.05664,28467.55859,21959.01367,34682.69531,23316.44727,35804.23438,32016.7832,44664.73828,40806.97656,39243.77344,31598.5957,52831.80469,42893.07813,41270.37891,45074.875,28309.16406,36720.20703,28129.84961,31455.23438,4494.734375,6609.888672,4220.219727,8255.881836,32169.62891,44766.00781,44848.73828,36963.37891,52035.92188,39773.38281,3395.213135,5855.411133
A0MZ66,59,29056.75195,32836.45703,30119.30664,30416.28125,29155.36328,30256.35938,33450.51172,30839.00195,31779.19531,37992.16016,36628.48047,37119.50781,31567.11133,30860.6875,33907.05078,34367.375,27237.67969,25632.22461,25835.41602,25847.00391,22906.5332,23229.52344,21973.13086,23733.74609,26107.49414,23131.32617,24834.89844,24974.48047,27918.18359,26005.67773,27181.73047,27405.4668
A1L0T0,28,35199.125,35886.66016,36962.28516,38643.55469,29708.70898,31485.83984,25030.81836,31670.04883,36484.24609,31963.76953,38385.54688,38625.68359,41666.72266,40351.74609,36095.60938,42888.46484,22938.44922,19259.32617,23778.58789,23803.58984,29393.3418,23939.69141,25366.02539,25323.11719,33636.53906,25117.77539,27691.57227,30248.23633,48734.83984,52818.58984,59800.83203,52984.58984
A1L390,61,12021.93359,12513.96387,11311.03711,10823.97461,11329.15039,9397.3125,12337.43359,9379.056641,12087.47754,10786.12598,12178.79883,13837.52148,13833.65723,7491.765137,9670.918945,2153.642334,11449.91309,2251.5979,4691.246094,5849.786621,7512.796387,3840.371338,8001.48584,2420.018799,4130.267578,8079.910645,3878.012207,2394.902344,7239.837891,7427.779785,3565.016846,6148.256836
A2RRD8,56,46519.11328,58789.84375,54326.01953,62714.16016,57500.93359,64203.45313,65464.58203,70372.01563,79865.82031,86481.72656,104960.7422,85796.63281,94130.98438,82180.73438,94685.10938,103080.4063,91640.53125,85567.50781,93190.38281,12147.61719,45769.61719,53654.54297,46517.63672,60216.48438,38315.24609,9924.427734,5530.42627,8405.078125,7065.861816,19019.55273,6910.918945,3237.674561
A3KN83,53,26430.20703,25346.23242,26637.74609,25969.67578,26256.34961,25992.6582,25837,25177.88867,24772.01758,24262.80273,23510.13086,24444.64453,22374.5918,23384.5918,24293.45898,23608.04883,21359.19922,20324.58594,20507.30078,20575.85938,18074.91211,17922.90039,19830.96094,18401.22852,16083.17676,17752.75977,16046.45215,16376.85645,15179.65625,13915.07031,13965.08398,13815.87793
A5YKK6,12,27706.61523,27926.76172,26817.80273,27684.26758,24960.61914,26118.64844,25467.98047,24301.88672,31291.04688,30275.12695,28942.38477,29342.62695,25671.45313,26616.52734,26699.89844,25637.02148,22643.15039,19797.58398,19591.17578,19411.04297,17722.74609,15883.13965,16753.36914,17925.0918,19191.9668,17018.57031,15025.92871,19051.55664,20177.84961,18705.32227,15226.06836,19245.63086
A6NCC3,44,35944.17188,20451.27734,27322.03125,25434.79883,41856.31641,7629.362793,2581.510742,10482.42383,26577.30664,25864.83984,3203.51416,15376.06738,31927.74023,23233.04492,15651.23828,11012.55371,18686.10156,27087.42383,18775.77734,13999.37598,22261.99805,21781.67773,24087.21875,12586.05078,4519.106445,35896.11328,43545.11328,2620.367432,3059.272705,6788.668457,27056.91992,5619.239746
A6NDG6,12,36172.87891,32129.89258,29492.2793,36041.41406,32832.60156,28935.81445,26838.32031,24399.03516,38261.66797,38333.73828,32417.88672,32188.70508,34719.29297,32053.51758,33808.45313,31333.21484,23702.47656,18122.51563,17921.62695,18655.01758,20525.58008,18110.33789,19882.86719,21932.78125,17810.98047,21426.31641,17777.07422,17782.20313,25590.81641,22067.47266,22615.10547,18766.93555
A6NDU8,6,48340.95703,50244.53516,40859.60547,44103.26953,37341.36328,42296.36719,38651.26172,37392.52344,47460.55469,39691.67188,44877.46875,45198.05859,44943.48438,46539.66406,51398.71875,48088.67188,33867.44141,24629.30664,17991.14648,28266.45898,23539.66797,17322.80469,19789.61523,26224.66797,27746.93359,29651.58203,26374.25781,22032.60547,31028.49609,30594.41016,21281.10547,17320.64844
A6NED2,26,2379.226074,9749.27832,11220.31348,10147.27832,8857.213867,6130.551758,6130.416992,3188.316162,11724.41895,11549.22168,9662.637695,8656.388672,8049.285156,4287.77832,11958.22168,4258.982422,15839.26563,1809.106812,1676.188599,5994.969727,9785.086914,1545.938354,7564.544434,2067.922607,5896.208984,3799.705566,4704.723145,6999.979492,3455.711182,3474.934082,6337.715332,3557.338623
A6NFI3,30,26165.05859,32865.58203,25063.63672,30182.51367,29647.57813,31624.83203,32113.07813,31675.62695,26228.95313,32020.46094,28615.93359,10219.42383,27798.40234,17713.10156,18320.12695,20973.71094,32493.66602,7961.060059,18593.7793,16574.54883,9154.488281,13859.47559,3857.952637,3135.736084,3238.429932,4294.900391,12555.39453,4992.334961,2118.346191,11008.16406,1626.109253,2839.578613
A6NHG4,19,10506.63672,6973.583008,7115.408691,8546.165039,3228.380615,4923.560059,2169.056396,6023.871094,7572.203613,4797.863281,4003.263672,7475.294922,2879.439697,3271.147949,2436.565918,6753.865234,1708.894775,2926.427246,3284.760254,3116.78418,2395.646729,7621.110352,2551.477783,3927.968994,2817.288086,2576.485352,5040.295898,3112.681641,3377.760498,6204.234375,3171.464111,7495.406738
A6NHL2,3,75163.5,66692.17188,69335.75781,77987.73438,69796.09375,56109.19922,56733.92969,61412.86328,74370.55469,63234.48828,58453.44141,66575.48438,67659.0625,55329.94922,61620.02734,62168.08203,22523.60938,6091.776367,7722.931641,12566.77539,7992.651367,2617.766357,6558.427246,4033.98877,2536.079346,3126.026367,3307.817383,2469.081299,1786.06958,3280.633545,1676.985718,6355.925293
A6NHR9,33,46648.07813,49067.90234,47149.73438,47286.44141,49437.65234,52611.625,50571.76953,49839.58203,41032.625,43034.47266,41872.69141,41208.28906,38754.99609,37767.52734,38864.14453,38679.32422,44031.70313,40389.69141,41820.01953,43899.73438,43802.74219,42244.51172,44058.08203,43767.14844,44646.94141,44125.88672,41988.57813,46102.41016,38825.24609,37690.83984,39981.99219,37259.15234
A6NI28,30,20124.60156,16441.28516,18209.00195,16183.56055,20410.74414,17323.52539,17561.29102,16449.52539,20611.32422,16519.47852,17686.25586,16448.71484,17102.27734,13484.56641,14599.34375,15234.03906,13987.79297,13031.65527,11938.10156,12465.80273,9562.855469,8130.283691,10687.51367,9406.033203,7489.392578,10269.15039,7060.708984,10533.43652,9338.957031,8357.014648,9991.847656,5960.310547
A6NKD9,10,28516.96094,19331.14453,24568.11523,20728.71094,19865.0332,22851.81445,20347.41992,22094.01563,19921.86523,20646.58008,21158.14063,19613.16797,26941.49219,17302.73047,19693.7207,17365.49609,26641.26953,18576.63281,23160.1875,18566.58203,21827.82031,16463.17969,19814.49414,19361.54102,13897.74414,20520.40234,14523.22656,12747.13281,12141.64551,14722.65332,12518.07227,18530.72852
A6NKF1,25,61550.31641,52704.25391,47447.81641,43745.63281,54271.20703,50827.07422,29430.41211,43324.67188,50489.35547,25367.625,50232.16406,27171.73633,61809.77344,47563.23438,42872.96484,44018,4315.845703,30994.26758,21566.7168,7847.362305,21383.94141,27522.10742,17154.49023,30076.80469,4081.415771,7434.374023,4231.129395,6586.933594,14091.19922,3352.957031,19050.78711,2602.527832
A7E2V4,25,16145.75293,12759.03027,11657.78418,10511.75781,15102.40332,15992.88086,16615.4043,12596.32422,14702.99023,12065.28027,12629.02637,9329.697266,11497.01172,11680.63672,10554.60742,10304.77344,6996.571777,11286.82324,10675.97559,8742.665039,10343.12109,10590.21191,13320.45703,2398.629395,10200.31543,5372.433594,2529.858887,4096.543945,8562.024414,8377.026367,4020.615234,7817.28125
A8MT65,1,4012.273682,4863.192383,8646.533203,5880.178223,118944.25,6397.763672,6572.570801,4469.754883,3506.097412,5155.555664,8156.202148,5546.722168,135637.2656,5706.258301,7369.058594,5011.416504,153963.8906,200114.9844,213922.7188,211640.6719,153133.0469,152721.9531,173394.1406,166555.0469,158364.625,188048.6406,139535.2969,179393.75,128262.0078,76941.85156,127486.8984,107726.2031
A8MWD9,40,35410.99609,45258.38281,43380.05469,53292.55469,40494.32031,67262.4375,58546.51563,65265.47266,44736.83984,62060.78906,59697.62109,67722.25,12278.91211,71903.92969,61789.70313,69628.07031,55139.57031,50480.25781,59348.71484,44313.61328,44879.06641,76837.50781,53759.53516,73428.05469,35842.49219,34244.69922,8143.344238,43580.71484,32864.13672,36670.14063,47325.07813,37045.80469
A9UHW6,12,8131.365234,7221.353027,10499.84668,9537.228516,7941.581543,8504.505859,8413.011719,6270.105957,8345.34668,8348.674805,11146.69727,12060.06738,6912.62793,7174.293945,8507.397461,10308.76758,4591.537109,7069.555176,3768.776611,1028.384033,2005.64563,3085.214844,6358.894043,3285.900635,3318.106689,4183.804199,3801.937256,4562.291504,4166.586914,7349.654785,4437.613281,7653.142578
B0I1T2,49,178568.2188,196181.625,174781.8438,172974.2656,169408.9375,168757.5313,170851.0781,170949.0625,202823.0469,201583.2969,199976.3281,197656.3125,149023.6875,154426.0156,188031.125,164883.7813,206970.1719,168419.1563,158421.3438,132266.6719,6600.672852,147118.3594,148292.1875,176094.5156,191219.9063,163219.4063,202491.5,38731.53516,193573.9219,147103.5,148774.75,174176.2031
B1AK53,47,6828.53418,8646.613281,3513.079346,7837.77832,12285.98145,8957.988281,10416.95605,11891.9082,10428.05566,7851.718262,7023.367188,7393.310059,15438.72266,4033.884521,6507.634766,7316.27832,13217.8623,2958.878906,4928.106445,3151.34668,5397.778809,5046.724609,2579.771484,5375.001953,7065.152344,4931.660645,5096.188965,3147.19873,3794.639648,6317.505859,3206.633057,7578.525391
C9JRZ8,57,79103.64063,82321.20313,82831.24219,78035.75781,71167.10156,68394.89844,71352.22656,67781.40625,95445.11719,88828.46094,89330.25781,95098.5625,86291.67969,79852.32031,76734.64063,71522.63281,83478.67969,60451.64063,64319.625,53435.05469,74309.75,72739.17969,62520.91406,79551.75781,91777.67969,74451.35156,83785.85938,85190.6875,98967.44531,91541.46875,84204.6875,100859.0313
E7ETH6,25,20261.35742,19808.28516,15914.57617,21526.96875,22885.14258,20931.83398,17944.24219,19476.72266,15568.62988,20490.30273,32591.5625,5642.980469,22260.1543,18005.86328,17054.93945,27352.92383,4273.068359,11672.5752,5205.920898,2498.619873,3250.75415,25270.9082,12203.3584,5970.951172,5996.428223,2878.029785,5630.197754,3476.980957,2305.568848,5116.164063,2455.540527,4234.844238
E9PAV3,27,53016.30859,51391.00391,40466.94531,49520.69141,58549.55078,50055.39063,48295.50781,38035.19531,55162.47266,52232.59375,45070.28125,42207.42969,66093.85938,58456.46094,55441,48713.20703,57772.71484,58431.625,56945.78516,50443.06641,52717.13281,54767.63281,63383.85547,66284.26563,71542.91406,59059.73438,88229.73438,79840.79688,79525.39063,68420.73438,73341.64063,82146.85156
E9PRG8,58,19242.60742,12822.4082,18804.74609,20790.54492,14886.15527,12474.13672,18451.82617,16710.36523,16641.75586,17286.24609,15539.09766,21122.00977,16159.80762,16552.64453,19670.04883,12528.73535,20011.72266,24382.22461,13634.56738,20387.17578,22425.66406,26869.92578,26965.29492,17256.06836,19679.50977,20315.79297,24860.62305,21187.60156,19110.5625,13391.79102,26173.7168,18562.86328
O00139,43,36871.47656,35754.09766,34890.16016,37479.94922,38452.52344,38613.96484,38345.03906,37048.01563,38802.28516,39195.19922,38000.56641,39189.85938,39605.67578,38500.32813,39523.08984,42468.69922,44587.14844,39275.09766,42087.39063,40918.91797,40843.50391,41291.58594,39579.60938,41739.05469,41900.85547,41487.71094,42615.20703,41916.93359,33951.04688,37532.82031,38489.67578,33866.74219
O00148,24,61977.19922,57671.53125,60140.51563,63301.14063,54125.02344,57974.53516,58757.80078,57154.3125,61826.6875,67567.17969,66235.38281,65974.85156,62585.30469,65900.94531,64405.13672,66694.17188,56824.65625,61785.51563,60586.48438,57574.83984,64934.6875,61120.52344,60559.69531,62614.94141,62786.35547,65904.20313,63824.60156,60003.79297,65627.28125,74064.78906,76241.82031,62311.99609
O00151,24,43381.90625,43363.26172,43988.75,44020.01953,51324.58984,47318.07422,47035.03516,47065.16016,46808.98438,45638.96484,47392.99609,49576.03125,50493.30078,50433.93359,52014.51172,50207.78906,47956.53125,49204.78125,45256.99219,43230.74609,46844.84766,45727.59375,44823.39453,44936.11719,47022.73047,48901.26953,47784.96094,47436.43359,56967.70703,57561.27344,52181.90625,60370.39844
O00154,41,35147.73047,37920.10547,32354.2793,34566.71875,32337.96094,30736.0293,33223.66016,30603.98438,36535.25,32030.56836,34352.81641,33280.62109,36130.00781,31791.95898,31110.44336,29866.20703,24999.99023,22910.61523,24034.00391,21192.0625,19887.57422,23693.23828,24126.5332,21961.24414,24299.18164,23226.01367,20850.98242,23606.10547,27471.63281,28749.92188,25697.59375,30706.82617
O00159,12,34008.43359,35970.36719,37355.86719,39833.49609,32300.63477,32273.89844,31251.41992,33017.62109,45107.05469,41551.55469,40320.46484,41502.88672,36633.80078,34448.92969,33486.35156,31781.01172,23598.52734,19500.9043,18121.92578,19861.375,16668.00391,19048.82813,17087.87891,16593.93555,17850.30469,19378.20703,16905.67969,19241.63672,25105.87695,23130.78906,25823.35156,23889.2207
O00161,29,41376.55078,44590.14063,41486.66406,39057.0625,39380.41797,37339.52344,38969.20703,42251.98828,39856.00781,39734.16406,45094.03516,41033.80078,35819.29297,40218.90234,42282.6875,39314.78125,32610.42578,29231.26953,19936.71875,24605.01758,14567.55859,10412.61523,16311.75781,17394.5625,4626.174805,16407.13086,4835.555664,15671.07617,2806.556885,13615.21875,12706.14551,15528.83301
O00170,25,45577.45313,49315.49609,50374.00781,47894.36328,45933.41016,47735.93359,50001.57422,46816.29297,51726.68359,52280.23828,54919.85156,50988.51563,48929.12109,53245.94922,54574.27344,51165.92578,38483.58203,34792.30078,31519.10547,34283.53906,32575.43359,35567.99609,45373.19141,35261.625,34607.28906,36085.68359,35368.29688,32571.16992,36303.76953,33577.02344,34757.55078,31801.02734
O00178,3,69876.10938,67207.45313,68704.47656,69717.99219,61593.48828,60352.29297,60223.84766,58035.19531,73709.61719,70238.8125,70472.01563,64317.80469,74239.96094,70078.64844,65901.63281,67312.03906,8854.091797,25080.56055,10221.62598,12467.63965,7007.150391,11590.3418,6165.296387,11092.10156,8989.227539,4588.007813,8299.15918,5463.115234,4834.946777,8684.457031,4904.330566,10420.35059
O00186,12,66583.33594,61870.03906,62666.26953,64547.02734,53330.29688,56783.72656,54959.82031,54357.96875,74774.30469,66758.63281,73072.85938,68652.75781,61740.74219,67696.71875,71763.125,71268.33594,35526.74219,42499.44141,39496.71484,39358.61328,34834.97266,32772.18359,34764.55859,31615.36133,13612.6582,18255.23633,17909.25391,29559.55664,39298.46875,23441.70898,40371.35938,34477.49219
O00193,51,117781.3125,121645.9141,116350.7344,119986.0313,129641.9688,122120.3281,124699.625,128653.3047,118670.8281,121799.75,114742.2656,102002.4766,111323.8516,117242.5625,114424.875,119748.3594,108806.4219,101636.4219,110118.7813,109064.3203,110206.8516,113271.5938,112880.4688,112721.7266,109393.2344,109545.3984,133188.8906,114665.1641,122860.0078,113320.125,126168.4297,97808.08594
O00203,41,34412.83984,37252.64844,37728.36719,36437.53906,37566.48438,38233.71484,38854.86328,37084.41406,44186.4375,47091.64453,45601.21094,45811.87891,43480.59766,40408.32422,41625.08594,43465.45703,21521.6543,25533.33398,30334.00977,24890.33984,24194.97852,24297.62305,26859.10352,24325.17383,17850.62695,22925.33203,21387.91602,21780.47266,33061.09375,39499.26563,30847.80078,32959.5
O00214,40,23417.49609,22385.50195,20906.80664,22915.70703,19771.32422,22391.26172,21999.39648,12911.84961,20629.1582,18905.01758,18993.63281,9360.233398,24975.28516,22081.20508,25004.51758,20463.23047,24555.86914,9641.571289,25841.38867,18045.74219,18000.31445,15919.80957,23395.78711,14187.30859,18698.34375,17160.75,9505.879883,16922.47852,14911.08398,17811.40625,10736.63965,14620.60742
O00231,59,23832.92383,23566.61133,23733.63672,24493.34766,22176.78711,19722.13086,19502.20117,20186.71875,29971.71875,30538.49414,29216.05469,30521.17383,30567.10156,31594.62891,30876.04297,31433.73438,21250.37109,19116.5,19141.97852,21799.83203,15159.76074,19117.4707,17715.39258,17628.35156,15910.48438,16236.94141,15884.69629,15822.49805,18446.03906,21669.58203,20632.14648,19815.25586
O00232,35,40022.21484,38268.15234,37397.55469,37252.31641,33840.13281,33223.14063,33437.05859,32853.07031,50625.66797,51094.78906,49543.42188,49077.64063,51952.77734,52297.63281,51767.26953,52007.88281,42853.51953,36297.12891,37892.76172,38075.53125,39333.30078,35856.70703,38250.76172,41122.73828,43675.82031,39433.87891,41708.42578,40130.99219,48840.85938,48218.61328,51753.8125,48678.29297
O00233,35,30825.20313,30415.03516,28312.23633,28211.38281,31927.38867,26531.03711,27563.32617,29445.09766,31636.31836,33497.00781,30708.25586,30010.96484,32615.25,28083.37891,31689.0293,30507.98047,26673.03125,25142.96289,27075.375,25745.8125,27225.12891,29021.36328,26679.86133,27146.70508,25122.5293,24654.08008,28370.21289,25676.60156,27815.45703,34175.27344,30810.44922,32250.11328
O00255,13,55650.38672,31400.22266,42783.125,48400.74219,36529.41406,40784.94141,40882.00391,36198.93359,29165.38672,51874.125,38468.14453,40959.59375,51259.02344,34954.52734,42545.97266,40122.15625,61759.96875,32377.90039,33825.17188,31050.24414,38622.46094,23915.29102,25647.10742,30418.01953,39734.02734,29738.66211,30468.13867,33670.06641,25946.73633,26466.26563,20906.69141,25286.25977
O00257,42,27196.81641,29829.97266,28457.19336,26979.64844,31409.35742,29636.14258,26759.57813,26997.57227,35926.45313,31843.39063,32688.82031,32266.61523,39211.89063,37872.42969,36857.58594,36363.04688,44594.59375,38688.19141,42110.51172,40602.99609,36947.34766,27915.4707,30585.35352,33037.89063,32152.91016,29953.11523,27698.20117,26869.58008,19662.79492,18440.19922,17669.80078,18247.7168
O00264,57,21749.39648,19034.07422,19304.38672,21512.60742,17964.30469,19966.81055,13933.47852,14814.00488,17981.73438,22111.57422,23308.79883,22905.86719,22654.17383,24143.50781,23725.30078,27362.29883,13528.43555,16319.41211,14021.88574,15981.33301,27745.39844,17007.0957,26977.58789,28043.38867,43951.60547,45030.94141,49728.17578,41241.38672,57322.91016,65930.85938,81502.79688,72588.14063
O00267,32,53880.75781,55765.82031,53673.48047,55927.08984,56692.33594,57982.69531,59492.40234,60306.67578,53163.3125,51590.0625,51781.09375,52985.49609,52088.39453,53302.37109,54070.58594,53332.05469,59649.21875,56689.08984,57502.5625,58354.08984,58529.70313,60152.98828,57210.79688,56567.67188,58536.96484,59132.08984,57831.80078,57718.73828,52275.17188,54840.44531,52923.91016,50824.01563
O00268,16,25498.04688,23963.42773,23345.96289,23373.03125,25372.68164,20313.74414,17613.04102,19784.41211,19949.79883,19751.69531,19460.09766,19312.88281,19002.16992,15998.66309,17219.55859,16062.42285,19970.01172,17238.8457,18128.33203,16022.86133,17437.38672,12149.88477,13840.58887,13804.69434,17820.01172,15959.22656,15859.08984,17051.97266,14504.08301,9865.768555,13961.53809,13360.73535
O00273,62,54662.63281,53106.98047,53042.30859,53599.48438,50778.10938,48472.99219,50591.03125,55546.48047,57581.57031,55085.19141,52493.48047,54273.70703,55401.02344,55644.95313,53544.58984,50878.76953,50329.28906,46691.19141,44833.54688,45170.14844,46019.75391,46876.73047,44746.84375,47763.94141,43636.11328,43485.75391,43286.44922,39031.45313,41634.01953,49396.19922,41212.0625,41031.50391
O00287,58,11172.78809,11407.97168,10950.60156,10236.04199,9232.460938,10103.10059,9665.710938,10414.37305,7080.977539,9240.766602,8938.518555,9870.791992,7198.280762,8565.386719,9972.242188,12019.09961,6173.980469,8905.459961,11591.22852,8977.4375,13696.41797,12058.52832,12513.63574,9196.744141,10328.79688,9444.976563,11745.64844,10856.39258,11652.84473,10179.53613,8172.479492,9766.686523
O00291,17,29089.50781,29933.86328,29534.35742,27817.23438,30978.83203,29862.93555,27206.49609,26689.01953,27940.11914,27807.41992,27745.47656,25866.59766,27066.57813,24857.29883,23843.89648,23394.77539,21135.15625,19845.31836,22475.95898,21828.26563,19794.33789,17131.28125,19249.625,19008.84961,18507.63281,19923.17188,18083.92969,19489,21613.83008,19294.99414,18693.17773,20761.35352
O00299,12,82461.16406,81473.42969,82600.78906,93879.96094,83448.0625,68650.375,66418.40625,63077.61328,98155.55469,88058.4375,88054.00781,90137.33594,90039.46875,73298.71094,69381.89844,71888.21094,37938.47266,32666.8125,24791.14063,29908.00977,26106.14844,24715.21289,28426.2168,30642.97852,39955.02734,33565.76172,26593.32227,27051.33789,40119.07813,35397.04297,37154.65625,32142.0332
O00303,54,37850.78516,36457.42969,36147.55469,37868.36328,31387.94336,32394.97852,33414.49609,34507.90234,50817.01563,49142.20703,48284.16797,52792.21094,47849.94141,53740.44141,50355.10938,53256.54297,42052.48438,39544.72656,38573.77734,40222.4375,35402.28516,37685.83984,35507.3125,36043.91406,34549.64844,37003.61328,34895.65234,34454.80859,39811.55859,43518.04688,35990.98047,40535.16797
O00311,42,11987.86133,11339.47363,10771.625,9328.488281,12833.14063,11217.52344,10640.52051,9260.741211,15948.98242,14585.1416,15657.98926,15913.38672,23469.8418,18945.13477,19033.31641,20509.48633,23773.94531,25990.16406,26783.71289,21866.26563,21776.66602,19857.58594,23962.19336,25223.84961,23804.30664,18961.83203,18370.58203,23458.08008,13476.83984,10678.60449,7308.83252,10945.46094
O00358,56,34449.08984,31193.23438,26181.7168,26163.70508,31668.44922,31084.08984,31449.20898,27202.82422,42991.51953,41874.39844,37443.46484,35989.83984,38817.16016,35811.97266,39557.94922,38190.06641,47603.80078,43495.03125,42112.92188,28624.11914,35566.87891,32239.20508,37120.62891,40636.49609,23233.66602,16218.44727,20793.29492,8284.59375,15335.90039,18684.34375,10771.53418,21016.40039
O00399,38,19598.83203,18867.73438,15767.46289,12412.35254,13084.37695,19281.65234,12159.07813,14754.79395,19456.98633,19796.04297,22114.47656,17890.78906,26483.59375,19726.07227,19298.11523,17316.29883,27487.25586,28531.26953,29376.8457,28322.92773,23943.82617,19529.89844,24226.00977,25846.11133,27577.96094,23207.33594,31603.04102,31719.38477,28852.4082,23932.30859,28653.64258,28767.41406
O00410,60,49893.46875,47303.71875,47163.11719,47475.20703,48895.25,47102.13672,48573.49219,46445.57813,58401.76563,59924.98047,56386.40234,57979.375,52590.80859,54867.97656,54881.75,56859.10156,39801.33984,41486.73438,38916.54297,41331.14844,33912.50781,35719.02344,33307.62109,34183.4375,33242.08594,32226.68555,35202.77734,31584.4707,42240.43359,42388.98828,39169.47266,39863.69141
O00418,61,23190.80078,22947.75781,22894.80664,25089.95117,14920.87891,13477.35254,14231.8457,14073.79785,14638.8623,18444.68164,18710.84766,19974.9082,10859.74219,6431.464355,11274.67578,12458.03516,5115.562012,7537.145996,3992.785156,11518.83008,6740.799805,4698.399414,6448.78418,4387.015625,4432.487793,3119.817383,5672.544434,4612.644043,6068.460938,4837.499512,4144.308105,3958.592041
O00422,51,136508.5781,131262.4219,130980.8438,131579.4063,144765.5313,128042.5938,133883.9531,131301.7656,119077.2031,121973.8594,123541.5391,122566.2813,118466.5156,119107.6328,119955.1797,119173,155099.9375,128562.4375,125314.6328,129322.0234,144502.0313,135417.9375,134930.1875,133173.2188,149218.5625,151031.3281,154166.9844,144414.9375,133238.6563,130265.4219,118523.0859,127227.5156
O00425,21,20464.66211,22599.21484,19797.25586,21118.90625,20926.9375,21896.07617,17903.97656,19071.73438,29125.37695,27054.20117,28751.50391,27918.28906,27978.3457,26633.13477,25630.45703,24955.71289,14826.56836,15162.71387,15591.36914,17938.5625,13943.64063,16065.17871,18182.31445,17845.00977,25546.78711,21211.74805,26637.68164,25795.43945,36359.42578,37543.04688,38202.92188,34628.90234
O00429,39,27584.75195,25551.38867,25458.62695,26650.80273,19401.14453,21334.54883,19100.53125,17319.01172,27342.45898,26825.4043,27900.66211,26694.80469,22811.13477,23212.12109,23064.08398,21548.5293,14824.86621,12264.15234,12821.39453,11762.15527,12893.22266,12219.45996,12164.88867,11974.01953,15835.69434,14816.3457,12607.56836,15125.26758,22659.49219,21474.94141,19859.78125,18901.04297
