"","DPC_0h_1","DPC_0h_2","DPC_0h_3","DPC_0h_4","DPC_3h_1","DPC_3h_2","DPC_3h_3","DPC_3h_4","DPC_6h_1","DPC_6h_2","DPC_6h_3","DPC_6h_4","DPC_9h_1","DPC_9h_2","DPC_9h_3","DPC_9h_4","DPC_12h_1","DPC_12h_2","DPC_12h_3","DPC_12h_4","DPC_18h_1","DPC_18h_2","DPC_18h_3","DPC_18h_4","DPC_24h_1","DPC_24h_2","DPC_24h_3","DPC_24h_4","DPC_36h_1","DPC_36h_2","DPC_36h_3","DPC_36h_4"
"Cluster 31",1.27087291147514,1.40722237636688,1.36241055871325,1.46996904950018,1.8394356930552,1.66192951666958,1.60463121898398,1.6140514857451,1.22503703721489,1.22952519050338,1.29119609383102,1.23409937579468,1.43055076854547,1.19639321797789,1.26909305989541,1.17880499122552,0.949098346179047,1.01838588759952,1.67620672893902,1.61630747033727,1.16293998118392,1.24672498048452,1.01267669874447,0.957907345724832,1.56533736860844,1.11256572668118,1.06096944349245,1.03380561311026,1.28576896331357,1.96422046708002,1.47552837850452,1.97366526458974
"Cluster 32",2.0364311041656,2.04914737543765,2.08358413685466,2.09826628976587,2.17186310004587,2.18047773806422,2.26296768606054,2.30844738287744,1.81433614131473,1.84771778618888,1.84371675029193,1.90616248755791,1.89474572205996,1.96254197386758,1.97519378496974,1.9937170647424,2.40037638271772,2.68226426866678,2.57480670133564,2.67965658873077,2.79892794729028,2.91279138931722,2.8312942550386,2.78359952895195,2.66764458640183,2.85390409360062,2.76947240311138,2.67677318079741,2.40988387864449,2.51312031628288,2.59181702434766,2.53221526322249
"Cluster 33",9.62032080655543,8.51214895117265,9.07079002302652,8.94358704093538,10.7730760005316,9.27310509803068,9.1928671199459,9.69523596930958,7.21970921636442,7.25463104925264,7.03167792522942,7.0562426085983,6.72112494766975,6.72540080272808,6.61204970926697,6.30867976289615,9.95360658396965,9.2244871869576,8.82359493468326,9.05776099717772,10.1245825045791,10.4082876569653,10.0640382254541,9.54705226812252,10.6077957162339,12.0494156712373,11.4308232086268,10.6697728745293,10.1805165237434,9.35614011488962,9.58349492805902,10.020152184322
"Cluster 34",1.30181207476717,1.31766337951361,1.31716642194926,1.36980426836632,1.52916370672251,1.77655110496036,1.57120313790073,1.69037321203217,1.31807692096856,1.3553915919596,1.47255618278635,1.47003141859894,1.44278470257182,1.68459395528775,1.54935920615127,1.56687737783667,1.65167284181466,1.81106368807809,1.79154928872529,1.82610335477988,1.81324728793954,2.12939622463726,2.05227951478673,2.02377858439573,1.65430773287996,1.80836209979056,1.8478048851157,1.6771962565455,1.25565213538157,1.72690990100276,1.62447170590409,1.43412592728537
"Cluster 35",1.88129073638905,1.90845891879814,1.96786134614785,1.95242347865137,1.87574084356923,1.89125067425653,1.96969704491761,1.9780767315829,2.20779807306283,2.24218065955415,2.23785798893483,2.31154795496612,2.26668812897315,2.31290757568371,2.38328811213112,2.37430965496773,2.06779357917583,2.27836410487076,2.18226684937007,2.25793284183115,2.42820629470922,2.5314064358668,2.49644542896896,2.40413091723897,2.48920030487052,2.63966825170018,2.57353786860725,2.4778212713814,3.15509937236189,3.23433759917107,3.25005116322966,3.2348814279148
"Cluster 36",1.26185937395666,1.27462625436021,1.27776701204784,1.2822995908115,1.37674656547425,1.39241478914873,1.39948733743352,1.42413168873612,1.1600466884506,1.20640349063439,1.1895613288285,1.21519967944688,1.15710603414655,1.18481533826335,1.18804948597336,1.17960821513207,1.41356550231425,1.47052836787115,1.46914569108398,1.48697578771445,1.45939468754353,1.4665495757358,1.45959788171451,1.48126466920589,1.41432061006352,1.42424045356649,1.40369496696825,1.4022567044966,1.137461494713,1.14882739641555,1.17877696240844,1.15765085888812
"Cluster 37",1.71221237789075,1.64598989069508,1.62126614464736,1.60609035973354,1.84390548454948,1.71533409559369,1.6573238746757,1.69244602373759,2.08898343129815,1.9975941659996,1.98932940786716,2.03827448437523,1.99341346302332,1.87479110665988,1.86875597006646,1.73157984923303,2.10433903195571,1.30180281266004,1.29528291114449,1.13040168524755,1.25194553719476,1.18878638260914,1.07562987250854,1.09185180627643,1.24444672957772,1.04649107974405,1.08998071965912,1.05578749003415,0.941716665287314,0.878111844056702,0.880502254196438,0.834197119023859
"Cluster 38",2.31599446159015,2.26973348443423,2.35994576096392,2.35264058096065,2.36695917527361,2.36137742889826,2.44118409790705,2.5038984734613,2.34832956518148,2.40140353369192,2.41863090339094,2.50316415042209,2.54589217992857,2.65784151963858,2.68818971222535,2.73101230278889,3.06423845805453,3.47131038990168,3.27889546931494,3.30785969462433,3.91054397446838,4.04251691916535,4.04435467030594,3.86303616883034,3.88634082140334,4.21563952788793,4.2043894999208,3.817295875062,4.10671912520422,4.18832438551308,4.33092745861871,4.30325561332568
"Cluster 39",1.48467181672042,1.44871709206299,1.47762957117328,1.46510080866598,1.37093623502939,1.26458011849436,1.29424865610414,1.30645903224769,1.72597254950126,1.72816756570339,1.66485640080517,1.72980218013027,1.6480130034827,1.61490827296555,1.5799678080755,1.54974469028314,1.2705568210333,1.14363587302321,1.13189939063939,1.13672523795155,1.18820395017192,1.18069111572908,1.20611555830008,1.1764233992932,1.23164014430565,1.22782648394537,1.20783213736704,1.23291694009046,1.70906408191971,1.65954194155484,1.63887582306069,1.68166901753013
"Cluster 40",1.16455548870493,1.42593530230406,1.20593152622315,1.38222317454366,1.1235823251895,1.38172929246872,1.38339340753407,1.4873218185303,1.09813932801291,1.29422416964398,1.38308939325638,1.36833359583335,1.81183979459738,1.43093848191812,1.51036443973891,1.38469221516282,1.44925086214919,1.16695261608688,1.30921475763423,1.79243756649602,2.02921578436664,1.21983516266567,1.23447746084471,1.13913255589006,0.842633308486568,0.830884364778125,1.33184862840038,0.869381978675689,0.946540307699647,1.05926560811419,1.12410514610902,1.22554307309185
"Cluster 41",1.44142942227563,1.42494352898142,1.47883490379804,1.48547427186509,1.38590196316707,1.34173865910572,1.40692199095063,1.45165957370612,1.51397745175248,1.52375186858994,1.55493782569731,1.48521635631796,1.47837004534277,1.55342058788114,1.55532169036774,1.42394854416005,1.01840591527405,1.12621755329399,1.11221377934749,1.13518176492828,0.996688753219469,1.20745537092627,1.05970851234693,0.97429902574737,0.933028248432806,1.02154085797377,0.944824093766971,0.968530655718857,1.67032347568964,1.57498001819014,1.65886071486851,1.59356230543169
"Cluster 42",1.13425157187395,1.11633195736933,1.10774737442438,1.12046481723116,1.26980896893453,1.20940876142327,1.25716708150335,1.23498575502147,1.27071937058948,1.28680785687459,1.27670278837167,1.33029868161362,1.47597165156008,1.49465743539766,1.5043792707527,1.47060898038164,1.83796269282291,1.99854735543983,1.94483412827654,1.95940649079547,1.88155328259723,1.95728204491672,1.92332868171515,1.88863924712967,1.61903043008427,1.66674843386533,1.62403392923693,1.55224913442288,1.18780666527176,1.18749614023636,1.20996832837719,1.17814437948014
"Cluster 43",1.97117783041579,2.17462480698547,1.95985995033382,2.16839516079302,2.37850263815583,2.56708900244631,2.55883384990086,2.75360962318717,2.37922335627174,2.46377624131652,2.38296000416382,2.52470406058743,2.27799799710501,2.72198296472968,2.85118016330824,2.78927150850286,3.65449629738575,3.97958025232786,4.07742093850209,4.25347007908656,4.38190373297002,4.29607728973545,4.3753743843335,4.33987288259432,4.49186815153491,4.83612485222743,4.74903505362383,4.64288106971986,3.3396240671327,3.74420463921643,3.44480684788883,3.86698511987785
"Cluster 44",0.824917134220223,0.993154855019791,0.835099291259687,1.10943281233727,0.928166994729802,0.796774498853146,0.729105104871505,1.01144102054037,0.946368136149231,0.771320698354764,0.734330513145865,0.891345604104619,0.796060219738723,0.872411829058378,0.769627595913036,0.684053757217829,1.49703362270206,0.925491678638402,1.02769500321346,0.851893537072346,0.99124961496575,1.02412464192479,1.06464539209111,1.09168535936173,1.15418275874265,0.970501544167089,1.08638165972502,1.05846987906956,0.634318267154179,0.559485082473396,0.629239426159051,0.601129848357026
"Cluster 45",1.18253346548705,1.14455425768696,1.19599256617048,1.15646187031422,1.22641762260865,1.21239230588838,1.25571844141429,1.24865505628846,1.11530304175862,1.1034464067803,1.1257082079094,1.10825088645912,1.20146462057569,1.23189850599151,1.25918447079958,1.23643453868733,1.50533523054483,1.6411632735176,1.60294140410895,1.62487419034033,1.66830011381221,1.7561646349398,1.67298905532572,1.69214861555979,1.59778215934427,1.62982188150596,1.62399145308171,1.54113829741756,1.07702132772901,1.07236654902817,1.05508857121998,1.07780863266757
"Cluster 46",0.679108151025988,0.622563490147409,0.717377114440584,0.667650634396149,0.68222660741401,0.63804259670283,0.644327115526336,0.607826087085151,0.775323077659375,0.673827109843204,0.809812431472336,0.642001343495549,0.757086727312033,0.762456211692412,0.776871603061327,0.630004247430898,0.781687499787039,0.684968719196132,0.601386969117823,0.618851385255465,0.765806536987962,0.656561595824058,0.838131819822375,0.79953625618125,1.37864083052762,1.68512678443677,1.48372987249432,1.31622578998064,1.26584329732216,1.25364152590951,1.46196184307856,1.49653981489456
"Cluster 47",0.592804664123516,0.649459986940521,0.577331688124871,0.569767414795099,2.94531198417602,0.834765488415908,0.711546792086809,0.789252103956215,0.74446158512188,0.728284575609207,0.786240011200575,0.692086362253774,0.616296288827881,0.57425654865441,0.591409734947146,0.596702639613092,0.724151786524428,1.32478429419844,1.13485615173973,1.04947996555307,0.537675480190315,0.578259738211273,0.550345819914401,0.603230899783199,0.581256211538761,0.698049949961432,0.546885461929161,0.797215955944888,0.473088557669686,0.509562867295541,0.46710769430018,0.497658245829762
"Cluster 48",0.8913717375204,0.860989299338949,0.821851783853622,0.807917568783628,0.767135758299895,0.702207809271553,0.681104786126118,0.666897725672972,0.827050157261296,0.747529510973391,0.750392440424326,0.744337757629027,0.707582217483607,0.683107439219016,0.675974557695532,0.668071030472936,0.53756935791076,0.424584200002401,0.448264702439435,0.448409790752463,0.551073879813466,0.46886307527551,0.513075085736564,0.527899524720408,0.698194641753039,0.666234886704739,0.630811067797685,0.641622661309199,0.874197552485753,0.720281955061548,0.732621661361244,0.744980505584939
