"","DPC_0h_1","DPC_0h_2","DPC_0h_3","DPC_0h_4","DPC_3h_1","DPC_3h_2","DPC_3h_3","DPC_3h_4","DPC_6h_1","DPC_6h_2","DPC_6h_3","DPC_6h_4","DPC_9h_1","DPC_9h_2","DPC_9h_3","DPC_9h_4","DPC_12h_1","DPC_12h_2","DPC_12h_3","DPC_12h_4","DPC_18h_1","DPC_18h_2","DPC_18h_3","DPC_18h_4","DPC_24h_1","DPC_24h_2","DPC_24h_3","DPC_24h_4","DPC_36h_1","DPC_36h_2","DPC_36h_3","DPC_36h_4"
"A0A024RBG1",14.9216504498511,8.23977732192852,12.1229737120229,10.7719920521372,17.2232392846974,7.19265091932765,5.41802876592671,7.19066782603007,12.9421591843815,7.03364904983942,8.19812969583217,2.5551701236857,13.400584081901,13.3049864187109,12.6664013920448,10.6180012122996,9.54095465604976,3.04315476892618,6.23460353202344,4.70230671325377,8.57576390807631,5.53927492012554,12.6982144482092,8.02400790008361,9.20516178197861,14.1429159257978,5.53747016251389,12.2391055877875,20.1999685361866,13.4830686590967,1.81776465354912,15.8742515316556
"A0A096LP49",18.7368264877427,17.9069565794416,16.6644185581552,16.5887789554419,17.5592553034117,18.4106213686961,17.0682630104786,16.4785822873945,14.8107124585411,13.2019125040286,12.9806870039834,14.4717814759981,12.2415937835699,13.3379188770773,10.9335009776141,13.0755831729352,14.476625529977,12.2927596569902,13.6440984086011,11.262443338943,13.4714116542748,12.3476655443946,13.8442379656009,17.4207674244107,19.0314394376745,10.1493311770344,15.7683176216711,15.5971386125405,11.5961865950159,8.09274892041057,7.55370921874707,10.7144258101305
"A0A0B4J2A2",496.5288550543,405.198461928737,540.11904525073,517.349792741378,473.161434513362,420.11468534304,483.615476753671,590.51383797571,429.239581605467,412.643645585369,466.308072371005,163.731080669709,503.604510311374,475.830281380354,529.570804377967,533.225522093063,716.881865032028,308.825760730936,568.935238262513,676.234727586017,881.354447115929,782.500322760326,851.34114039453,731.097506495738,715.555047016576,934.211267864643,686.274961517043,668.678988189035,1016.91171629977,1058.86497470521,1112.50792480385,1208.6357457779
"A0A0B4J2F2",111.862825078448,120.401372928475,129.499222538925,139.095830425705,136.901931780282,65.6522292735969,155.695424713201,154.277800906921,88.436315343453,94.4531754280483,116.672847361069,153.994176915207,28.9768403053362,47.0835891435768,89.8617812674126,30.9759408668306,14.5998254865131,33.026901137254,21.0800941023566,24.3388937870152,14.0893330525061,6.98045247828697,13.3525748722181,6.32796110889742,5.46655587218953,11.4929932346407,5.60264302749697,10.3769919834233,9.54917118830983,5.34477474373047,10.6146398080367,4.49674073641443
"A0AV96",13.6546751888904,15.5088584611471,14.6337904308491,14.4363444438906,14.3837022380709,13.3325864381103,14.3581768412892,13.0434183781595,13.1754808129011,12.3581418272733,13.1312658090022,14.1536557019981,12.2775774408549,10.6688768190117,10.9216984411238,10.7821773604341,4.89748961786855,5.40837044809116,8.6774890941905,7.48577846038422,7.34412567894976,5.35749616909171,8.65939663582125,9.18162781752601,6.28768939433186,5.93900519288344,7.44845404467802,6.48407646871788,9.04166228321979,7.78579189669453,5.76157765528437,4.99500411268179
"A0AVK6",11.6833128028203,13.6124061069316,13.2142572468225,13.6754576022135,13.6895465871847,3.95730033078799,11.555397799197,12.7746732695784,14.2520492564082,12.8707727116392,17.8994534538858,19.2403832871877,29.9256789436406,23.1956111897389,25.4712289604225,29.0063458327991,28.6917296974288,59.2314129250461,60.0725934321455,44.8105887572457,27.7790031407896,35.6163284421747,44.2811971329659,34.9336097281547,51.6628577460441,53.5098002536983,57.0143421987779,50.0363208088555,35.4193346522388,34.3320231358812,41.8828918123919,34.405721538888
"A0AVT1",8.3993365814971,12.4988838912762,15.4313493268085,14.6455634576992,8.5729595250236,15.0049842262566,12.2352343796406,9.1177466723001,12.2804425834378,11.5021723290267,10.9674238954898,12.0308051955117,8.19943150529968,11.132542929544,11.5839623376615,10.07715814616,5.67465558614805,7.4211030883254,6.82561621834975,7.9560167323781,9.15388527431318,7.63088691800809,9.17779268541238,7.34034105164921,6.13807063339295,7.24683868019416,7.96154298781102,8.43721878592303,6.59715786118855,4.00861975242276,8.45974303790067,3.45266661114412
"A0FGR8",14.3036656239027,12.1624346277426,13.0161872023877,14.444623610586,13.4618438210898,9.03503084283857,11.0361414477852,9.12552530600471,17.2125816896838,11.8993083229189,11.2440620545442,12.2751841785263,12.3049566740762,13.4253948304186,12.9884245656466,12.4357756966123,10.0159062601067,8.22425362247448,7.90011328850451,9.38851469157597,6.53522738556589,7.37000827457968,6.93509638696981,8.5058213861129,9.09954797116446,9.75595129797956,8.0408473484009,8.28576001618576,15.1762427084893,11.6469674577258,14.2289237450434,13.6781137153715
"A0JLT2",25.6337420335398,19.78192797426,20.3039562447427,15.5672330949277,24.5577016608587,17.358804524804,26.9436880907728,24.4916093659154,30.4433148561028,28.2836234881503,27.5251174104898,22.6797920667049,37.4511832864629,31.8635870766747,30.669554059447,33.6611679189168,21.9894866500728,32.4155491809368,24.417606357524,27.9357920706871,4.10211831403952,6.22714312635236,3.88761090181341,7.50943766476838,29.2585800259321,42.3996287626106,41.8280376061659,33.6120502211723,47.0911722797915,37.0042725617037,3.20681471662951,5.53722546372433
"A0MZ66",17.7814715800747,20.7966382045656,19.2796260595893,19.3520913389029,18.5274873811618,20.2160962026197,22.591684136267,21.1720608606436,19.4398644563946,23.6329429558731,23.0568786199535,23.9109419949495,20.0829788266286,20.5748292267104,22.6142512163248,23.0337262791154,18.9880927485637,20.3075603846844,20.1267813027584,20.6016243062351,18.762327270747,19.640755697543,18.166148532632,19.3746305863377,21.3105949122744,19.6624400295327,20.787527610049,20.3818214477598,22.6749635820075,21.7145437068998,23.04130739626,23.2592232753866
